code_commune;annee;type_local;nombre_pieces_principales;prix_m2_med;nb_ventes
75112;2020;Appartement;3.0;10432.867494824017;208
75112;2020;Appartement;4.0;10099.2951907131;76
75112;2020;Appartement;5.0;10960.7476635514;25
75112;2020;Appartement;6.0;9775.0;1
75112;2020;Maison;2.0;9323.8;1
75112;2020;Maison;3.0;18338.95833333333;1
75112;2020;Maison;4.0;16158.536585365851;3
75112;2020;Maison;5.0;16757.74193548387;1
75112;2020;Maison;6.0;13625.0;1
75112;2020;Maison;8.0;12000.0;1
75112;2021;Appartement;0.0;16666.666666666668;5
75112;2021;Appartement;1.0;10675.569715142428;476
75112;2021;Appartement;2.0;10375.0;747
75112;2021;Appartement;3.0;10416.666666666666;463
75112;2021;Appartement;4.0;10485.871271585554;194
75112;2021;Appartement;5.0;10472.44094488189;71
75112;2021;Appartement;6.0;11242.90780141844;10
75112;2021;Appartement;7.0;11305.555555555557;3
75112;2021;Appartement;8.0;8818.791946308726;1
75112;2021;Maison;3.0;12250.0;3
75112;2021;Maison;4.0;11764.506993006993;2
75112;2021;Maison;5.0;13000.0;3
75112;2021;Maison;6.0;10300.925925925923;3
75112;2021;Maison;8.0;13354.166666666666;1
75112;2022;Appartement;0.0;14291.666666666666;3
75112;2022;Appartement;1.0;10327.380952380952;538
75112;2022;Appartement;2.0;10138.071895424837;750
75112;2022;Appartement;3.0;10142.231209976406;544
75112;2022;Appartement;4.0;10202.702702702703;243
75112;2022;Appartement;5.0;10187.5;65
75112;2022;Appartement;6.0;10348.125;15
75112;2022;Appartement;7.0;7076.779788838612;2
75112;2022;Maison;3.0;7496.449704142012;2
75112;2022;Maison;4.0;9297.744360902256;1
75112;2022;Maison;5.0;18750.0;1
75112;2022;Maison;6.0;10579.710144927536;3
75112;2022;Maison;7.0;13596.694915254237;1
75112;2022;Maison;8.0;15238.09523809524;1
75112;2023;Appartement;0.0;7303.030303030302;6
75112;2023;Appartement;1.0;9531.25;483
75112;2023;Appartement;2.0;9600.0;685
75112;2023;Appartement;3.0;9589.55223880597;431
75112;2023;Appartement;4.0;9921.875;183
75112;2023;Appartement;5.0;9847.944793301936;44
75112;2023;Appartement;6.0;10299.815950920243;11
75112;2023;Appartement;7.0;4697.802197802198;2
75112;2023;Maison;2.0;249066.66666666663;1
75112;2023;Maison;3.0;11481.481481481482;1
75112;2023;Maison;6.0;15415.561224489795;2
75112;2023;Maison;7.0;11722.222222222224;1
75112;2024;Appartement;0.0;10511.0;2
75112;2024;Appartement;1.0;9090.90909090909;413
75112;2024;Appartement;2.0;9000.0;631
75112;2024;Appartement;3.0;8840.90909090909;363
75112;2024;Appartement;4.0;8962.629569012548;176
75112;2024;Appartement;5.0;9468.75;61
75112;2024;Appartement;6.0;6653.579710144928;7
75112;2024;Appartement;7.0;9164.583333333334;1
75112;2024;Maison;2.0;10833.333333333334;1
75112;2024;Maison;3.0;13398.809523809523;2
75112;2024;Maison;4.0;18624.17910447761;1
75112;2025;Appartement;0.0;7977.133333333333;4
75112;2025;Appartement;1.0;9013.888888888887;148
75112;2025;Appartement;2.0;8888.888888888889;253
75112;2025;Appartement;3.0;9085.106382978724;143
75112;2025;Appartement;4.0;8590.90909090909;69
75112;2025;Appartement;5.0;8870.01661129568;24
75112;2025;Appartement;6.0;8125.0;1
75112;2025;Maison;4.0;13819.444444444443;1
75112;2025;Maison;5.0;20862.068965517243;1
75113;2020;Appartement;0.0;9250.0;3
75113;2020;Appartement;1.0;10517.241379310344;189
75113;2020;Appartement;2.0;9986.666666666666;273
75113;2020;Appartement;3.0;9971.153846153846;157
75113;2020;Appartement;4.0;9295.205479452055;57
75113;2020;Appartement;5.0;9681.310642813827;16
75113;2020;Appartement;6.0;8812.5;5
75113;2020;Appartement;7.0;5151.515151515152;3
75113;2020;Maison;3.0;10273.972602739726;3
75113;2020;Maison;4.0;11789.066091954024;2
75113;2020;Maison;5.0;12545.454545454546;3
75113;2020;Maison;6.0;15910.326086956522;2
75113;2020;Maison;7.0;7088.888888888889;1
75113;2020;Maison;8.0;12866.666666666666;1
75113;2021;Appartement;0.0;9571.42857142857;3
75113;2021;Appartement;1.0;10692.307692307691;548
75113;2021;Appartement;2.0;9843.75;659
75113;2021;Appartement;3.0;9499.27536231884;480
75113;2021;Appartement;4.0;9670.454545454546;147
75113;2021;Appartement;5.0;10115.27972027972;43
75113;2021;Appartement;6.0;7784.615384615385;17
75113;2021;Appartement;7.0;9574.468085106382;1
75113;2021;Maison;2.0;15000.0;1
75113;2021;Maison;3.0;23520.734126984127;4
75113;2021;Maison;4.0;17695.03546099291;5
75113;2021;Maison;5.0;12939.068100358425;6
75113;2021;Maison;6.0;17503.2;4
75113;2022;Appartement;0.0;12277.058823529413;5
75113;2022;Appartement;1.0;10232.558139534884;511
75113;2022;Appartement;2.0;9800.0;708
75113;2022;Appartement;3.0;9755.31914893617;427
75113;2022;Appartement;4.0;9596.354166666668;158
75113;2022;Appartement;5.0;9769.49152542373;47
75113;2022;Appartement;6.0;10128.625690607736;8
75113;2022;Maison;1.0;29375.0;1
75113;2022;Maison;3.0;16505.087209302324;6
75113;2022;Maison;4.0;16000.0;3
75113;2022;Maison;5.0;11730.76923076923;5
75113;2022;Maison;6.0;14400.0;1
75113;2023;Appartement;0.0;11736.842105263158;3
75113;2023;Appartement;1.0;9294.117647058823;499
75113;2023;Appartement;2.0;9217.218137254902;544
75113;2023;Appartement;3.0;9119.047619047618;384
75113;2023;Appartement;4.0;8863.636363636364;115
75113;2023;Appartement;5.0;8995.191840926065;40
75113;2023;Appartement;6.0;4388.888888888889;7
75113;2023;Appartement;7.0;8787.878787878788;1
75113;2023;Maison;2.0;20270.833333333332;2
75113;2023;Maison;3.0;22857.14285714286;1
75113;2023;Maison;4.0;19365.277777777777;5
75113;2023;Maison;5.0;16848.23717948718;4
75113;2023;Maison;6.0;10924.342105263158;5
75113;2024;Appartement;0.0;1280000.0;1
75113;2024;Appartement;1.0;9245.689655172413;482
75113;2024;Appartement;2.0;8882.35294117647;539
75113;2024;Appartement;3.0;8660.179903466433;362
75113;2024;Appartement;4.0;8176.845312283617;138
75113;2024;Appartement;5.0;8665.09022556391;36
75113;2024;Appartement;6.0;8840.909090909092;8
75113;2024;Appartement;7.0;6358.381502890174;3
75113;2024;Maison;2.0;25007.33137829912;2
75113;2024;Maison;3.0;10485.763888888887;4
75113;2024;Maison;4.0;10978.578383641676;4
75113;2024;Maison;5.0;10558.558558558558;7
75113;2024;Maison;6.0;19325.842696629214;1
75113;2025;Appartement;1.0;9384.615384615385;148
75113;2025;Appartement;2.0;8619.84126984127;228
75113;2025;Appartement;3.0;8590.592334494773;134
75113;2025;Appartement;4.0;7880.434782608696;51
75113;2025;Appartement;5.0;8986.336744483531;6
75113;2025;Appartement;6.0;10394.983889528194;2
75113;2025;Maison;2.0;11538.46153846154;1
75113;2025;Maison;3.0;22500.0;1
75113;2025;Maison;4.0;14504.222222222224;3
75113;2025;Maison;5.0;13677.130898021309;4
75114;2020;Appartement;0.0;17228.3;1
75114;2020;Appartement;1.0;11842.105263157897;211
75114;2020;Appartement;2.0;11029.857397504456;346
75114;2020;Appartement;3.0;10972.622222222222;205
75114;2020;Appartement;4.0;11127.344877344876;70
75114;2020;Appartement;5.0;11028.678134556576;24
75114;2020;Appartement;6.0;13279.882677708765;6
75114;2020;Maison;2.0;9637.68115942029;1
75114;2020;Maison;4.0;8750.0;2
75114;2020;Maison;5.0;9745.354994124558;2
75114;2020;Maison;6.0;12992.48120300752;1
75114;2020;Maison;7.0;17025.185185185186;2
75114;2021;Appartement;0.0;15625.0;3
75114;2021;Appartement;1.0;11304.347826086956;529
75114;2021;Appartement;2.0;10625.0;662
75114;2021;Appartement;3.0;10666.875;467
75114;2021;Appartement;4.0;11504.434782608696;211
75114;2021;Appartement;5.0;11331.03448275862;61
75114;2021;Appartement;6.0;11569.696969696968;12
75114;2021;Appartement;7.0;11592.35668789809;3
75114;2021;Appartement;8.0;12948.344370860928;3
75114;2021;Maison;1.0;24008.07692307692;1
75114;2021;Maison;2.0;13515.78947368421;1
75114;2021;Maison;3.0;32417.57692307692;3
75114;2021;Maison;4.0;14667.67554479419;6
75114;2021;Maison;5.0;18750.0;3
75114;2021;Maison;6.0;5859.884917216959;6
75114;2021;Maison;7.0;18939.39393939394;3
75114;2021;Maison;8.0;12488.626524990163;2
75114;2022;Appartement;0.0;11750.0;5
75114;2022;Appartement;1.0;10833.333333333334;498
75114;2022;Appartement;2.0;10641.02564102564;723
75114;2022;Appartement;3.0;10475.274725274725;488
75114;2022;Appartement;4.0;10927.248677248677;188
75114;2022;Appartement;5.0;10801.111111111111;59
75114;2022;Appartement;6.0;10552.941176470587;9
75114;2022;Appartement;7.0;11786.857142857143;3
75114;2022;Maison;1.0;18620.689655172413;1
75114;2022;Maison;2.0;23678.365384615383;4
75114;2022;Maison;3.0;14734.956051386072;4
75114;2022;Maison;4.0;15198.1981981982;3
75114;2022;Maison;5.0;14040.418635170605;4
75114;2022;Maison;6.0;17231.638418079096;3
75114;2022;Maison;7.0;12819.871489361702;1
75114;2022;Maison;8.0;15766.753472222223;2
75114;2023;Appartement;0.0;100.0;1
75114;2023;Appartement;1.0;10393.333333333334;531
75114;2023;Appartement;2.0;9726.77922077922;712
75114;2023;Appartement;3.0;10182.978723404256;409
75114;2023;Appartement;4.0;10115.276663993583;156
75114;2023;Appartement;5.0;10720.338983050848;47
75114;2023;Appartement;6.0;11013.690476190475;7
75114;2023;Appartement;7.0;11391.464968152866;3
75114;2023;Maison;2.0;19316.315136476427;2
75114;2023;Maison;3.0;20483.870967741936;3
75114;2023;Maison;4.0;11531.361111111111;5
75114;2023;Maison;5.0;16694.462719298244;2
75114;2023;Maison;6.0;14909.090909090908;4
75114;2023;Maison;7.0;11701.340326340327;4
75114;2024;Appartement;0.0;96052.63157894736;5
75114;2024;Appartement;1.0;9666.666666666666;447
75114;2024;Appartement;2.0;9353.448275862069;608
75114;2024;Appartement;3.0;9437.5;345
75114;2024;Appartement;4.0;9305.555555555557;127
75114;2024;Appartement;5.0;10636.779411764706;41
75114;2024;Appartement;6.0;10392.190476190475;15
75114;2024;Appartement;7.0;4173.783673469387;3
75114;2024;Maison;1.0;8444.444444444445;1
75114;2024;Maison;2.0;22378.453409090907;3
75114;2024;Maison;3.0;10324.262351821406;2
75114;2024;Maison;4.0;9857.142857142857;5
75114;2024;Maison;5.0;12410.25641025641;3
75114;2024;Maison;6.0;12127.272727272728;3
75114;2024;Maison;7.0;77222.29471544715;2
75114;2025;Appartement;0.0;5000.0;1
75114;2025;Appartement;1.0;10142.857142857143;202
75114;2025;Appartement;2.0;9357.699443413729;262
75114;2025;Appartement;3.0;9318.45054945055;162
75114;2025;Appartement;4.0;9088.888888888889;47
75114;2025;Appartement;5.0;10510.204081632652;23
75114;2025;Appartement;6.0;9127.2;3
75114;2025;Appartement;7.0;9859.81308411215;1
75114;2025;Appartement;8.0;6273.684210526316;1
75114;2025;Maison;3.0;50000.0;1
75114;2025;Maison;4.0;21805.555555555555;2
75114;2025;Maison;5.0;9580.47619047619;1
75114;2025;Maison;6.0;10883.658536585366;1
75114;2025;Maison;7.0;9600.0;1
75115;2020;Appartement;1.0;11295.25;443
75115;2020;Appartement;2.0;10762.5;561
75115;2020;Appartement;3.0;10666.666666666666;412
75115;2020;Appartement;4.0;11228.831612258495;214
75115;2020;Appartement;5.0;10003.7;70
75115;2020;Appartement;6.0;10762.71186440678;11
75115;2020;Appartement;7.0;22176.470588235294;1
75115;2020;Maison;3.0;14666.666666666666;1
75115;2020;Maison;6.0;13703.704444444444;3
75115;2020;Maison;8.0;9871.975806451614;1
75115;2021;Appartement;0.0;10850.0;5
75115;2021;Appartement;1.0;11212.121212121212;1087
75115;2021;Appartement;2.0;10708.01282051282;1330
75115;2021;Appartement;3.0;10795.454545454546;959
75115;2021;Appartement;4.0;11000.0;483
75115;2021;Appartement;5.0;11421.333194328607;158
75115;2021;Appartement;6.0;11000.0;27
75115;2021;Appartement;7.0;7504.825060446594;8
75115;2021;Appartement;8.0;5544.585987261146;2
75115;2021;Maison;2.0;49000.0;1
75115;2021;Maison;3.0;7859.038461538462;2
75115;2021;Maison;5.0;16271.42857142857;3
75115;2021;Maison;6.0;14298.808135768884;2
75115;2022;Appartement;0.0;16350.0;4
75115;2022;Appartement;1.0;10987.826086956522;1025
75115;2022;Appartement;2.0;10555.555555555557;1471
75115;2022;Appartement;3.0;10825.125570776254;1014
75115;2022;Appartement;4.0;10753.543956043955;458
75115;2022;Appartement;5.0;11153.048085197934;160
75115;2022;Appartement;6.0;10686.27450980392;25
75115;2022;Appartement;7.0;8586.95652173913;9
75115;2022;Appartement;8.0;7395.833333333333;1
75115;2022;Maison;3.0;8922.674837779381;2
75115;2022;Maison;4.0;14235.29411764706;2
75115;2022;Maison;5.0;12816.962897342366;6
75115;2022;Maison;6.0;11184.21052631579;4
75115;2022;Maison;7.0;16692.4;1
75115;2023;Appartement;0.0;12500.0;7
75115;2023;Appartement;1.0;10203.333333333332;884
75115;2023;Appartement;2.0;10000.0;1056
75115;2023;Appartement;3.0;10000.0;789
75115;2023;Appartement;4.0;10000.0;344
75115;2023;Appartement;5.0;10639.53488372093;123
75115;2023;Appartement;6.0;10416.666666666666;25
75115;2023;Appartement;7.0;11078.824216923796;6
75115;2023;Appartement;8.0;9810.020054433462;2
75115;2023;Maison;1.0;9866.666666666666;1
75115;2023;Maison;2.0;20128.20512820513;1
75115;2023;Maison;3.0;18030.416666666664;4
75115;2023;Maison;4.0;15384.615384615385;3
75115;2023;Maison;5.0;11130.76923076923;7
75115;2023;Maison;6.0;13216.65873015873;2
75115;2024;Appartement;0.0;11131.777777777776;3
75115;2024;Appartement;1.0;9750.0;848
75115;2024;Appartement;2.0;9689.903846153846;1042
75115;2024;Appartement;3.0;9669.275;775
75115;2024;Appartement;4.0;9864.864864864863;401
75115;2024;Appartement;5.0;9689.32387057387;120
75115;2024;Appartement;6.0;10669.172932330826;19
75115;2024;Appartement;7.0;7272.727272727273;3
75115;2024;Appartement;8.0;7835.820895522388;3
75115;2024;Maison;1.0;10588.235294117649;1
75115;2024;Maison;2.0;9255.813953488372;1
75115;2024;Maison;3.0;11428.571428571428;2
75115;2024;Maison;4.0;11319.793913251857;2
75115;2024;Maison;5.0;11098.496223392081;2
75115;2024;Maison;6.0;13579.756756756757;3
75115;2025;Appartement;0.0;11485.714285714286;2
75115;2025;Appartement;1.0;10000.0;321
75115;2025;Appartement;2.0;9420.16806722689;392
75115;2025;Appartement;3.0;9447.222222222224;257
75115;2025;Appartement;4.0;9699.381078691424;110
75115;2025;Appartement;5.0;9635.023131812122;48
75115;2025;Appartement;6.0;10849.492045373478;12
75115;2025;Appartement;7.0;11053.57142857143;3
75115;2025;Maison;2.0;150555.55555555556;1
75115;2025;Maison;6.0;8608.490566037735;1
75116;2020;Appartement;1.0;12138.888888888889;329
75116;2020;Appartement;2.0;11742.528735632184;327
75116;2020;Appartement;3.0;12012.660818713448;280
75116;2020;Appartement;4.0;12179.48717948718;235
75116;2020;Appartement;5.0;12028.0;125
75116;2020;Appartement;6.0;12652.113976995468;46
75116;2020;Appartement;7.0;11796.43962848297;10
75116;2020;Maison;2.0;13857.142857142857;1
75116;2020;Maison;3.0;18737.745098039217;2
75116;2020;Maison;4.0;8100.0;1
75116;2020;Maison;5.0;14728.339805825242;3
75116;2020;Maison;6.0;14767.021604938273;2
75116;2020;Maison;7.0;17574.468085106382;1
75116;2020;Maison;8.0;30804.36192564173;4
75116;2021;Appartement;0.0;13745.479166666668;2
75116;2021;Appartement;1.0;11845.833333333334;663
75116;2021;Appartement;2.0;11635.292047853625;730
75116;2021;Appartement;3.0;11484.714285714286;683
75116;2021;Appartement;4.0;11993.333333333334;531
75116;2021;Appartement;5.0;12090.90909090909;305
75116;2021;Appartement;6.0;12311.557788944723;121
75116;2021;Appartement;7.0;12406.015037593985;25
75116;2021;Appartement;8.0;11500.0;5
75116;2021;Maison;1.0;28369.68831168831;1
75116;2021;Maison;2.0;14696.969696969696;2
75116;2021;Maison;3.0;16333.333333333334;1
75116;2021;Maison;4.0;29522.22222222222;2
75116;2021;Maison;5.0;17191.333333333332;9
75116;2021;Maison;6.0;22989.0;8
75116;2021;Maison;7.0;17597.083333333332;7
75116;2021;Maison;8.0;15837.10407239819;7
75116;2022;Appartement;0.0;13478.260869565218;5
75116;2022;Appartement;1.0;11858.552631578948;752
75116;2022;Appartement;2.0;11736.73469387755;748
75116;2022;Appartement;3.0;11764.70588235294;695
75116;2022;Appartement;4.0;12149.532710280371;555
75116;2022;Appartement;5.0;12303.030303030304;335
75116;2022;Appartement;6.0;12547.051157607133;114
75116;2022;Appartement;7.0;12656.25;27
75116;2022;Appartement;8.0;12556.704587155964;1
75116;2022;Maison;2.0;18075.35;2
75116;2022;Maison;3.0;18327.20588235294;2
75116;2022;Maison;4.0;17498.333333333332;2
75116;2022;Maison;5.0;13761.214285714286;7
75116;2022;Maison;6.0;13725.490196078432;3
75116;2022;Maison;7.0;16077.922077922078;8
75116;2022;Maison;8.0;21892.994901960785;4
75116;2023;Appartement;1.0;11407.407407407409;615
75116;2023;Appartement;2.0;11111.111111111111;624
75116;2023;Appartement;3.0;11539.862542955327;574
75116;2023;Appartement;4.0;11666.666666666666;421
75116;2023;Appartement;5.0;12222.222222222224;251
75116;2023;Appartement;6.0;12622.377622377622;76
75116;2023;Appartement;7.0;12374.584082733814;20
75116;2023;Maison;2.0;11657.142857142857;1
75116;2023;Maison;3.0;17223.529411764706;3
75116;2023;Maison;4.0;35000.0;1
75116;2023;Maison;5.0;11482.285714285714;3
75116;2023;Maison;6.0;32584.18333333333;3
75116;2023;Maison;7.0;17088.607594936708;3
75116;2023;Maison;8.0;23504.0;3
75116;2024;Appartement;0.0;5293846.153846154;1
75116;2024;Appartement;1.0;10703.917050691245;600
75116;2024;Appartement;2.0;10511.538461538461;558
75116;2024;Appartement;3.0;10894.049707602338;516
75116;2024;Appartement;4.0;11258.77192982456;381
75116;2024;Appartement;5.0;11240.978260869566;199
75116;2024;Appartement;6.0;11589.327485380116;104
75116;2024;Appartement;7.0;12217.653926196639;18
75116;2024;Appartement;8.0;10489.130434782608;5
75116;2024;Maison;3.0;15151.56794425087;2
75116;2024;Maison;4.0;13461.53846153846;1
75116;2024;Maison;5.0;17416.0;3
75116;2024;Maison;6.0;16642.30769230769;5
75116;2024;Maison;7.0;15500.0;1
75116;2024;Maison;8.0;23345.73808258019;4
75116;2025;Appartement;0.0;4058.3333333333335;2
75116;2025;Appartement;1.0;10807.692307692309;223
75116;2025;Appartement;2.0;10591.935483870968;225
75116;2025;Appartement;3.0;10831.16883116883;227
75116;2025;Appartement;4.0;11396.491228070176;151
75116;2025;Appartement;5.0;11618.951612903225;84
75116;2025;Appartement;6.0;12259.292462570986;36
75116;2025;Appartement;7.0;12771.739130434782;3
75116;2025;Appartement;8.0;14740.026663931903;2
75116;2025;Maison;2.0;20400.0;1
75116;2025;Maison;5.0;25187.71929824561;1
75116;2025;Maison;6.0;11528.169014084508;1
75116;2025;Maison;7.0;14135.151515151516;3
75116;2025;Maison;8.0;11862.815884476537;1
75117;2020;Appartement;0.0;6760.0;3
75117;2020;Appartement;1.0;11375.0;337
75117;2020;Appartement;2.0;11309.52380952381;489
75117;2020;Appartement;3.0;11771.666666666668;362
75117;2020;Appartement;4.0;12370.588235294115;147
75117;2020;Appartement;5.0;11925.925925925923;75
75117;2020;Appartement;6.0;12898.809523809523;16
75117;2020;Appartement;7.0;11153.846153846154;5
75117;2020;Appartement;8.0;6483.091643884464;2
75117;2020;Maison;2.0;16723.287671232876;1
75117;2020;Maison;3.0;14000.0;1
75117;2020;Maison;5.0;19081.6;7
75117;2021;Appartement;0.0;10802.083333333334;2
75117;2021;Appartement;1.0;11366.666666666666;777
75117;2021;Appartement;2.0;11250.0;1110
75117;2021;Appartement;3.0;11666.666666666666;812
75117;2021;Appartement;4.0;12065.598290598291;370
75117;2021;Appartement;5.0;11920.840787119858;184
75117;2021;Appartement;6.0;12370.370370370372;70
75117;2021;Appartement;7.0;12443.412745681955;12
75117;2021;Appartement;8.0;34401.595744680846;2
75117;2021;Maison;1.0;18214.285714285717;1
75117;2021;Maison;2.0;11200.0;1
75117;2021;Maison;3.0;16000.0;1
75117;2021;Maison;4.0;27289.878695652173;2
75117;2021;Maison;5.0;14763.839285714286;1
75117;2021;Maison;8.0;18333.33333333333;3
75117;2022;Appartement;0.0;14048.295454545456;8
75117;2022;Appartement;1.0;11250.833333333334;829
75117;2022;Appartement;2.0;11175.925925925923;1155
75117;2022;Appartement;3.0;11547.008547008549;820
75117;2022;Appartement;4.0;12199.60962914769;432
75117;2022;Appartement;5.0;12266.279069767445;233
75117;2022;Appartement;6.0;12509.724971136402;84
75117;2022;Appartement;7.0;10918.918918918918;11
75117;2022;Appartement;8.0;12920.74074074074;5
75117;2022;Maison;2.0;11550.0;1
75117;2022;Maison;3.0;66545.0;2
75117;2022;Maison;4.0;20540.54054054054;1
75117;2022;Maison;5.0;17500.0;1
75117;2022;Maison;6.0;22108.999389871875;2
75117;2023;Appartement;0.0;27142.85714285714;3
75117;2023;Appartement;1.0;10642.857142857143;683
75117;2023;Appartement;2.0;10628.57142857143;952
75117;2023;Appartement;3.0;10997.272727272728;607
75117;2023;Appartement;4.0;11651.515151515152;300
75117;2023;Appartement;5.0;11990.269953051644;172
75117;2023;Appartement;6.0;11852.580056412808;46
75117;2023;Appartement;7.0;11479.591836734691;13
75117;2023;Appartement;8.0;17987.012987012986;1
75117;2023;Maison;1.0;6146.2962962962965;2
75117;2023;Maison;5.0;17730.68005952381;2
75117;2023;Maison;6.0;13551.40186915888;1
75117;2023;Maison;8.0;13076.923076923076;1
75117;2024;Appartement;0.0;8142.857142857143;3
75117;2024;Appartement;1.0;9868.75;685
75117;2024;Appartement;2.0;9802.205882352942;856
75117;2024;Appartement;3.0;10218.978102189782;571
75117;2024;Appartement;4.0;10946.39705882353;258
75117;2024;Appartement;5.0;10952.896825396825;128
75117;2024;Appartement;6.0;11054.555555555555;50
75117;2024;Appartement;7.0;11764.70588235294;5
75117;2024;Appartement;8.0;6647.398843930636;1
75117;2024;Maison;4.0;6439.92718446602;2
75117;2024;Maison;5.0;42719.230769230766;1
75117;2024;Maison;8.0;29502.5;1
75117;2025;Appartement;0.0;31.25;1
75117;2025;Appartement;1.0;10209.79020979021;314
75117;2025;Appartement;2.0;10000.0;370
75117;2025;Appartement;3.0;10500.0;230
75117;2025;Appartement;4.0;10338.983050847455;121
75117;2025;Appartement;5.0;11203.703703703704;53
75117;2025;Appartement;6.0;10857.142857142857;17
75117;2025;Appartement;7.0;11870.597165991903;2
75117;2025;Maison;2.0;15198.0;1
75117;2025;Maison;4.0;17889.908256880735;1
75117;2025;Maison;5.0;16666.666666666668;1
75117;2025;Maison;6.0;12619.047619047618;1
75117;2025;Maison;8.0;17907.47330960854;1
75118;2020;Appartement;0.0;12083.333333333334;3
75118;2020;Appartement;1.0;10683.333333333332;512
75118;2020;Appartement;2.0;10432.207207207208;806
75118;2020;Appartement;3.0;10806.451612903224;419
75118;2020;Appartement;4.0;10440.47619047619;119
75118;2020;Appartement;5.0;9540.229885057472;17
75118;2020;Appartement;6.0;8454.254716981131;10
75118;2020;Maison;2.0;11274.509803921568;1
75118;2020;Maison;3.0;21585.36585365853;1
75118;2020;Maison;4.0;15065.518082422204;2
75118;2020;Maison;6.0;12222.222222222224;1
75118;2020;Maison;8.0;29483.18385650224;1
75118;2021;Appartement;0.0;20180.65573770492;5
75118;2021;Appartement;1.0;10402.326077097505;1052
75118;2021;Appartement;2.0;10318.181818181818;1691
75118;2021;Appartement;3.0;10534.276223776225;870
75118;2021;Appartement;4.0;10645.16129032258;247
75118;2021;Appartement;5.0;10227.272727272728;61
75118;2021;Appartement;6.0;5733.364523809524;10
75118;2021;Appartement;7.0;12697.47899159664;1
75118;2021;Maison;2.0;17619.04761904762;1
75118;2021;Maison;3.0;12666.666666666666;5
75118;2021;Maison;4.0;10935.185185185184;2
75118;2021;Maison;5.0;16666.666666666668;3
75118;2021;Maison;6.0;13040.384615384615;3
75118;2022;Appartement;0.0;9000.0;9
75118;2022;Appartement;1.0;10000.0;1076
75118;2022;Appartement;2.0;10117.33630952381;1924
75118;2022;Appartement;3.0;10478.333333333332;964
75118;2022;Appartement;4.0;10683.909637600887;290
75118;2022;Appartement;5.0;10670.103092783504;61
75118;2022;Appartement;6.0;11837.18957871397;14
75118;2022;Appartement;7.0;22384.848484848484;1
75118;2022;Appartement;8.0;15600.0;3
75118;2022;Maison;1.0;10612.89617647059;2
75118;2022;Maison;2.0;22461.764705882353;2
75118;2022;Maison;3.0;21287.69230769231;1
75118;2022;Maison;4.0;12877.239935587762;2
75118;2022;Maison;5.0;13915.192307692309;3
75118;2022;Maison;6.0;14637.5;1
75118;2023;Appartement;0.0;10000.0;11
75118;2023;Appartement;1.0;9249.411764705881;972
75118;2023;Appartement;2.0;9534.883720930233;1440
75118;2023;Appartement;3.0;9817.94871794872;725
75118;2023;Appartement;4.0;9941.176470588236;197
75118;2023;Appartement;5.0;9820.969696969696;54
75118;2023;Appartement;6.0;12547.934523809523;4
75118;2023;Appartement;7.0;5045.197278911564;2
75118;2023;Maison;2.0;21585.36585365853;1
75118;2023;Maison;3.0;7405.555555555557;2
75118;2023;Maison;4.0;29752.7397260274;5
75118;2023;Maison;5.0;9411.764705882351;3
75118;2023;Maison;6.0;13408.173076923078;2
75118;2024;Appartement;0.0;7500.0;7
75118;2024;Appartement;1.0;8821.547314578005;876
75118;2024;Appartement;2.0;8571.42857142857;1168
75118;2024;Appartement;3.0;8989.54667328699;586
75118;2024;Appartement;4.0;9495.841463414634;171
75118;2024;Appartement;5.0;9679.68115942029;44
75118;2024;Appartement;6.0;7660.5504587155965;3
75118;2024;Maison;1.0;12186.813186813188;1
75118;2024;Maison;2.0;12594.696969696968;4
75118;2024;Maison;3.0;8367.450980392157;2
75118;2024;Maison;4.0;19035.714285714286;1
75118;2024;Maison;5.0;26197.778832578744;2
75118;2024;Maison;7.0;15811.342592592591;1
75118;2025;Appartement;0.0;39071.42857142857;6
75118;2025;Appartement;1.0;8802.0;350
75118;2025;Appartement;2.0;9025.155279503106;528
75118;2025;Appartement;3.0;9009.583333333332;316
75118;2025;Appartement;4.0;9920.63492063492;83
75118;2025;Appartement;5.0;9555.275229357798;23
75118;2025;Appartement;6.0;8606.844716738522;2
75118;2025;Appartement;8.0;51939.91935483871;1
75118;2025;Maison;3.0;18159.928879310344;2
75118;2025;Maison;4.0;11901.408450704226;3
75118;2025;Maison;5.0;11636.363636363636;1
75119;2020;Appartement;1.0;9829.901960784315;240
75119;2020;Appartement;2.0;9268.716577540106;374
75119;2020;Appartement;3.0;9457.433489827856;220
75119;2020;Appartement;4.0;8532.485130848534;82
75119;2020;Appartement;5.0;8830.188679245282;15
75119;2020;Appartement;6.0;4121.212121212121;3
75119;2020;Appartement;7.0;8927.104347826087;1
75119;2020;Maison;2.0;13090.90909090909;1
75119;2020;Maison;3.0;16199.625;1
75119;2020;Maison;4.0;13992.765182186235;8
75119;2020;Maison;5.0;13470.093457943925;4
75119;2020;Maison;8.0;21493.138936535164;2
75119;2021;Appartement;1.0;9696.969696969696;557
75119;2021;Appartement;2.0;9574.169110459432;842
75119;2021;Appartement;3.0;9516.82194616977;488
75119;2021;Appartement;4.0;9165.349839445666;174
75119;2021;Appartement;5.0;8047.4910394265235;44
75119;2021;Appartement;6.0;7667.200269609908;8
75119;2021;Appartement;7.0;7903.225806451613;3
75119;2021;Maison;2.0;63399.554740701926;2
75119;2021;Maison;3.0;18036.849179400113;8
